index,ID,FILE,AUTHOR,TECHNIQUE,FORM,TYPE,SCHOOL,TIMELINE
40309,40310,40310.jpg,"UNKNOWN MASTER, Italian",Marble,painting,other,Italian,1301-1350
19771,19772,19772.jpg,JACOPO DI CIONE,Egg tempera on wood,painting,religious,Italian,1351-1400
23662,23663,23663.jpg,"MASSARI, Giorgio",Photo,painting,interior,Italian,1701-1750
30522,30523,30523.jpg,PISANELLO,Drawing,graphics,study,Italian,1401-1450
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
23223,23224,23224.jpg,"MANTEGNA, Andrea",Tempera on canvas,painting,historical,Italian,1451-1500
2341,2342,2342.jpg,"ARCIMBOLDO, Giuseppe",Pen,graphics,mythological,Italian,1551-1600
40045,40046,40046.jpg,"UNKNOWN MASTER, Italian",Tempera on wood,painting,religious,Italian,1101-1150
37877,37878,37878.jpg,"TIEPOLO, Giovanni Domenico",Detached fresco,painting,genre,Italian,1751-1800
22547,22548,22548.jpg,-,Tempera on panel,painting,religious,Italian,1351-1400
32084,32085,32085.jpg,RAFFAELLO Sanzio,Pen and brown ink,graphics,study,Italian,1501-1550
22345,22346,22346.jpg,LORENZO VENEZIANO,Panel,painting,religious,Italian,1351-1400
37274,37275,37275.jpg,"TASSI, Agostino",Pen and ink,graphics,study,Italian,1601-1650
2903,2904,2904.jpg,"BARBARI, Jacopo de'",Oil on poplar panel,painting,mythological,Italian,1501-1550
745,746,746.jpg,"ANGELICO, Fra",Tempera and gold on panel,painting,religious,Italian,1401-1450
35696,35697,35697.jpg,-,Egg tempera on wood,painting,religious,Italian,1301-1350
9246,9247,9247.jpg,"CORTONA, Pietro da",Drawing,graphics,study,Italian,1601-1650
40084,40085,40085.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
28370,28371,28371.jpg,-,Photo,painting,interior,Italian,1701-1750
23129,23130,23130.jpg,"MANTEGNA, Andrea",Walnut oil on plaster,painting,historical,Italian,1451-1500
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
40309,40310,40310.jpg,"UNKNOWN MASTER, Italian",Marble,painting,other,Italian,1301-1350
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
24030,24031,24031.jpg,-,Egg tempera on wood,painting,religious,Italian,1251-1300
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
885,886,886.jpg,"ANGELICO, Fra",Poplar,painting,religious,Italian,1401-1450
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
15312,15313,15313.jpg,GIORGIONE,Photo,painting,interior,Italian,1451-1500
17857,17858,17858.jpg,-,Manuscript ,graphics,study,Italian,1551-1600
18674,18675,18675.jpg,"HAYEZ, Francesco",Detached fresco,painting,mythological,Italian,1801-1850
6432,6433,6433.jpg,-,Poplar,painting,religious,Italian,1501-1550
40084,40085,40085.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
18281,18282,18282.jpg,GUIDO DA SIENA,Tempera on wood,painting,religious,Italian,1251-1300
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
25247,25248,25248.jpg,"MEMMI, Lippo",Poplar,painting,religious,Italian,1301-1350
18132,18133,18133.jpg,"GUARDI, Francesco",Drawing,graphics,landscape,Italian,1751-1800
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
7290,7291,7291.jpg,"CARNEVALE, Fra",Tempera and oil on wood,painting,religious,Italian,1451-1500
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
33186,33187,33187.jpg,"RICCI, Marco",Drawing,graphics,landscape,Italian,1701-1750
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
12988,12989,12989.jpg,-,Photo,painting,interior,Italian,1601-1650
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
5119,5120,5120.jpg,"BOTTICELLI, Sandro",Tempera on poplar panel,painting,religious,Italian,1451-1500
560,561,561.jpg,ANDREA DEL CASTAGNO,Photo,painting,other,Italian,1401-1450
15988,15989,15989.jpg,-,Tempera and gold on wood,painting,religious,Italian,1351-1400
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
14045,14046,14046.jpg,"GADDI, Agnolo",Egg tempera on wood,painting,religious,Italian,1351-1400
24805,24806,24806.jpg,"MEDIEVAL SCULPTOR, Italian",Marble,painting,religious,Italian,1251-1300
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
40086,40087,40087.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
41754,41755,41755.jpg,"VERROCCHIO, Andrea del",Gilded bronze,painting,portrait,Italian,1451-1500
36636,36637,36637.jpg,-,Poplar panel,painting,religious,Italian,1401-1450
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
23162,23163,23163.jpg,"MANTEGNA, Andrea",Walnut oil on plaster,painting,historical,Italian,1451-1500
14537,14538,14538.jpg,GENTILE DA FABRIANO,Tempera on panel,painting,religious,Italian,1351-1400
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
37304,37305,37305.jpg,-,Marble,painting,religious,Italian,1801-1850
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
42032,42033,42033.jpg,"VITTORIA, Alessandro",Bronze,painting,mythological,Italian,1551-1600
7514,7515,7515.jpg,"CARRACCI, Annibale",Pen and ink,graphics,study,Italian,1551-1600
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
15490,15491,15491.jpg,GIOTTO di Bondone,Fresco,painting,religious,Italian,1301-1350
7886,7887,7887.jpg,CECCO DI PIETRO,Poplar panel,painting,religious,Italian,1351-1400
27943,27944,27944.jpg,-,Fresco,painting,interior,Italian,1751-1800
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
10210,10211,10211.jpg,"DADDI, Bernardo",Tempera and gold on panel,painting,religious,Italian,1301-1350
3025,3026,3026.jpg,BARTOLO DI FREDI,Tempera on poplar panel,painting,religious,Italian,1351-1400
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
40084,40085,40085.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
9312,9313,9313.jpg,"COSSA, Francesco del",Fresco,painting,mythological,Italian,1451-1500
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
27409,27410,27410.jpg,"MOCHI, Francesco",Bronze,painting,portrait,Italian,1601-1650
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
40085,40086,40086.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
37882,37883,37883.jpg,"TIEPOLO, Giovanni Domenico",Detached fresco,painting,genre,Italian,1751-1800
14092,14093,14093.jpg,"GADDI, Taddeo",Poplar panel,painting,religious,Italian,1301-1350
40880,40881,40881.jpg,-,Fresco,painting,mythological,Italian,1551-1600
37895,37896,37896.jpg,"TIEPOLO, Giovanni Domenico",Detached fresco,painting,religious,Italian,1751-1800
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
35694,35695,35695.jpg,-,Egg tempera on wood,painting,religious,Italian,1301-1350
15615,15616,15616.jpg,GIOTTO di Bondone,Fresco,painting,religious,Italian,1301-1350
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
39161,39162,39162.jpg,UGOLINO DI NERIO,Egg tempera on wood,painting,religious,Italian,1301-1350
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
23153,23154,23154.jpg,"MANTEGNA, Andrea",Walnut oil on plaster,painting,historical,Italian,1451-1500
27790,27791,27791.jpg,-,Watercolour,graphics,still-life,Italian,1651-1700
11705,11706,11706.jpg,DUCCIO di Buoninsegna,Tempera on wood,painting,religious,Italian,1301-1350
25978,25979,25979.jpg,MICHELANGELO Buonarroti,Pen and brown ink,graphics,study,Italian,1501-1550
34177,34178,34178.jpg,-,Bronze,painting,portrait,Italian,1851-1900
29379,29380,29380.jpg,PAOLO VENEZIANO,Panel,painting,religious,Italian,1301-1350
37274,37275,37275.jpg,"TASSI, Agostino",Pen and ink,graphics,study,Italian,1601-1650
37896,37897,37897.jpg,"TIEPOLO, Giovanni Domenico",Detached fresco,painting,mythological,Italian,1751-1800
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
32091,32092,32092.jpg,RAFFAELLO Sanzio,Black chalk,graphics,study,Italian,1501-1550
21200,21201,21201.jpg,LEONARDO da Vinci,Pen and ink on paper,graphics,study,Italian,1451-1500
13639,13640,13640.jpg,-,Egg tempera on wood,painting,religious,Italian,1301-1350
40084,40085,40085.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
39157,39158,39158.jpg,UGOLINO DI NERIO,Egg tempera on wood,painting,religious,Italian,1301-1350
37894,37895,37895.jpg,"TIEPOLO, Giovanni Domenico",Detached fresco,painting,mythological,Italian,1751-1800
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
25992,25993,25993.jpg,MICHELANGELO Buonarroti,Pen and ink,graphics,study,Italian,1501-1550
2357,2358,2358.jpg,"ARCIMBOLDO, Giuseppe",Pen,graphics,study,Italian,1551-1600
21535,21536,21536.jpg,"LIGOZZI, Jacopo",Oil on paper,painting,other,Italian,1551-1600
39155,39156,39156.jpg,UGOLINO DI NERIO,Tempera and gold on wood,painting,religious,Italian,1301-1350
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
21750,21751,21751.jpg,"LIPPI, Fra Filippo",Pen and ink,graphics,study,Italian,1401-1450
40184,40185,40185.jpg,"UNKNOWN MASTER, Italian",Poplar panel,painting,mythological,Italian,1451-1500
35694,35695,35695.jpg,-,Egg tempera on wood,painting,religious,Italian,1301-1350
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
28370,28371,28371.jpg,-,Photo,painting,interior,Italian,1701-1750
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
38229,38230,38230.jpg,TINTORETTO,Oil on canvas,painting,portrait,Italian,1551-1600
8431,8432,8432.jpg,CIMA da Conegliano,Oil on poplar panel,painting,religious,Italian,1451-1500
37883,37884,37884.jpg,"TIEPOLO, Giovanni Domenico",Detached fresco,painting,genre,Italian,1751-1800
32158,32159,32159.jpg,"RAIMONDI, Marcantonio",Copper,graphics,mythological,Italian,1501-1550
40084,40085,40085.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
21217,21218,21218.jpg,LEONARDO da Vinci,Pen and ink on paper,graphics,study,Italian,1451-1500
16030,16031,16031.jpg,GIOVANNI DI PAOLO,Manuscript ,painting,other,Italian,1451-1500
19775,19776,19776.jpg,JACOPO DI CIONE,Egg tempera on wood,painting,religious,Italian,1351-1400
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
40086,40087,40087.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
40084,40085,40085.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
23156,23157,23157.jpg,"MANTEGNA, Andrea",Walnut oil on plaster,painting,historical,Italian,1451-1500
40308,40309,40309.jpg,"UNKNOWN MASTER, Italian",Marble,painting,other,Italian,1301-1350
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
30288,30289,30289.jpg,-,Poplar panel,painting,religious,Italian,1401-1450
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
40085,40086,40086.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
35695,35696,35696.jpg,-,Egg tempera on wood,painting,religious,Italian,1301-1350
8463,8464,8464.jpg,CIMABUE,Tempera on wood,painting,religious,Italian,1251-1300
30527,30528,30528.jpg,PISANELLO,Drawing,graphics,study,Italian,1401-1450
38967,38968,38968.jpg,"TURA, Cosmè",Oil on panel,painting,religious,Italian,1451-1500
7633,7634,7634.jpg,"CARRIERA, Rosalba",Pastel on paper,painting,portrait,Italian,1701-1750
11495,11496,11496.jpg,-,Bronze,painting,genre,Italian,1851-1900
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
15808,15809,15809.jpg,GIOTTO di Bondone,Fresco,painting,religious,Italian,1301-1350
560,561,561.jpg,ANDREA DEL CASTAGNO,Photo,painting,other,Italian,1401-1450
32059,32060,32060.jpg,RAFFAELLO Sanzio,Pen and ink,graphics,study,Italian,1501-1550
32151,32152,32152.jpg,"RAIMONDI, Marcantonio",Engraving,graphics,religious,Italian,1501-1550
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
12988,12989,12989.jpg,-,Photo,painting,interior,Italian,1601-1650
23327,23328,23328.jpg,"MARIESCHI, Michele",Oil on canvas,painting,landscape,Italian,1701-1750
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
40086,40087,40087.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
40086,40087,40087.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
705,706,706.jpg,"ANGELICO, Fra",Tempera and gold on panel,painting,religious,Italian,1401-1450
23370,23371,23371.jpg,MARIOTTO DI NARDO,Tempera on poplar panel,painting,religious,Italian,1401-1450
25952,25953,25953.jpg,MICHELANGELO Buonarroti,Black chalk,graphics,study,Italian,1501-1550
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
12988,12989,12989.jpg,-,Photo,painting,interior,Italian,1601-1650
28370,28371,28371.jpg,-,Photo,painting,interior,Italian,1701-1750
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
23793,23794,23794.jpg,-,Poplar panel,painting,religious,Italian,1301-1350
22763,22764,22764.jpg,"MAIANO, Benedetto da",Marble,painting,interior,Italian,1451-1500
12988,12989,12989.jpg,-,Photo,painting,interior,Italian,1601-1650
40084,40085,40085.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
23662,23663,23663.jpg,"MASSARI, Giorgio",Photo,painting,interior,Italian,1701-1750
17498,17499,17499.jpg,"GRASSI, Giovannino de'",Manuscript ,graphics,study,Italian,1351-1400
21250,21251,21251.jpg,LEONARDO da Vinci,Pen and ink on paper,graphics,study,Italian,1451-1500
789,790,790.jpg,"ANGELICO, Fra",Tempera on panel,painting,religious,Italian,1401-1450
37893,37894,37894.jpg,"TIEPOLO, Giovanni Domenico",Detached fresco,painting,genre,Italian,1751-1800
23993,23994,23994.jpg,MASTER of St Francis,Egg tempera on wood,painting,religious,Italian,1251-1300
30822,30823,30823.jpg,-,Red chalk,graphics,study,Italian,1501-1550
21242,21243,21243.jpg,LEONARDO da Vinci,Drawing,graphics,study,Italian,1451-1500
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
14724,14725,14725.jpg,-,Manuscript,painting,religious,Italian,1451-1500
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
23365,23366,23366.jpg,MARIOTTO DI NARDO,Tempera on poplar panel,painting,religious,Italian,1401-1450
2561,2562,2562.jpg,-,Manuscript ,painting,religious,Italian,1451-1500
23128,23129,23129.jpg,"MANTEGNA, Andrea",Walnut oil on plaster,painting,historical,Italian,1451-1500
23135,23136,23136.jpg,"MANTEGNA, Andrea",Walnut oil on plaster,painting,historical,Italian,1451-1500
18673,18674,18674.jpg,"HAYEZ, Francesco",Detached fresco,painting,mythological,Italian,1801-1850
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
35238,35239,35239.jpg,SASSETTA,Tempera and gold on wood,painting,religious,Italian,1401-1450
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
23155,23156,23156.jpg,"MANTEGNA, Andrea",Walnut oil on plaster,painting,historical,Italian,1451-1500
7632,7633,7633.jpg,"CARRIERA, Rosalba",Pastel on paper,painting,portrait,Italian,1701-1750
560,561,561.jpg,ANDREA DEL CASTAGNO,Photo,painting,other,Italian,1401-1450
43383,43384,43384.jpg,-,Oil on paper,painting,mythological,Italian,1751-1800
18278,18279,18279.jpg,GUIDO DA SIENA,Tempera on wood,painting,religious,Italian,1251-1300
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
40086,40087,40087.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
40086,40087,40087.jpg,"UNKNOWN MASTER, Italian",Painted wood,painting,religious,Italian,1251-1300
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
24083,24084,24084.jpg,-,Tempera and gold on panel,painting,religious,Italian,1301-1350
21298,21299,21299.jpg,-,Gilded bronze,painting,religious,Italian,1551-1600
43383,43384,43384.jpg,-,Oil on paper,painting,mythological,Italian,1751-1800
21260,21261,21261.jpg,LEONARDO da Vinci,Manuscript,graphics,study,Italian,1451-1500
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
2381,2382,2382.jpg,"ARCIMBOLDO, Giuseppe",Pencil,graphics,portrait,Italian,1551-1600
31502,31503,31503.jpg,-,Tempera on poplar panel,painting,religious,Italian,1351-1400
30211,30212,30212.jpg,PIERO DELLA FRANCESCA,Oil and tempera on panel,painting,portrait,Italian,1451-1500
15312,15313,15313.jpg,GIORGIONE,Photo,painting,interior,Italian,1451-1500
23148,23149,23149.jpg,"MANTEGNA, Andrea",Walnut oil on plaster,painting,historical,Italian,1451-1500
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
9005,9006,9006.jpg,-,Tempera on wood,painting,religious,Italian,1251-1300
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
3918,3919,3919.jpg,-,Tempera on wood,painting,religious,Italian,1201-1250
37884,37885,37885.jpg,"TIEPOLO, Giovanni Domenico",Detached fresco,painting,genre,Italian,1751-1800
33893,33894,33894.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0851-0900
23662,23663,23663.jpg,"MASSARI, Giorgio",Photo,painting,interior,Italian,1701-1750
33887,33888,33888.jpg,"ROMANESQUE PAINTER, Italian",Fresco,painting,religious,Italian,0801-0850
40271,40272,40272.jpg,"UNKNOWN MASTER, Italian",Detached fresco,painting,landscape,Italian,1601-1650
